# chirp_mass mass_ratio spin_1z spin_2z coalescence_time coalescence_phase luminosity_distance inclination longitude latitude psi
5.693628650393172866e+05 7.570126817471583003e-01 3.323181444824528652e-02 8.086015980495037114e-01 3.081932335096118791e+01 1.373106392179755053e+00 1.133636638833900361e+04 1.909157034841348022e+00 3.810810516087139721e+00 9.757512200528911661e-01 7.430188265933236336e-01
5.693612734774263809e+05 7.555095820919177640e-01 3.681265873577620890e-02 8.048471567988607633e-01 3.081932260442196991e+01 2.944766809368128069e+00 1.140342121473279258e+04 1.909004283680206360e+00 3.780293091152812313e+00 9.661826450855393045e-01 2.292912387095571436e+00
5.693739135912627680e+05 7.545539491389463560e-01 4.495768727520184360e-02 7.941510541839802428e-01 3.081932315290188384e+01 2.944093401278063737e+00 1.133233531922741349e+04 1.908971953838517255e+00 3.816820037766011087e+00 9.744716973875695576e-01 2.318269416675120986e+00
5.694467799115742091e+05 7.531440129640399883e-01 5.815104474517151373e-02 7.773437705266650344e-01 3.081932379583138371e+01 2.940623460153391378e+00 1.137166030849181516e+04 1.909356324741552369e+00 3.790697046220533828e+00 9.723815312453676363e-01 2.299970059371245323e+00
5.693575405242742272e+05 7.574666072316340593e-01 3.583876094579786786e-02 8.040051007157846819e-01 3.081932296514960612e+01 1.371885068069740532e+00 1.143861201566893214e+04 1.907935589832862711e+00 3.778622364593613003e+00 9.561740252504361548e-01 7.205586829152876849e-01
5.693121448927060701e+05 7.586478384333364966e-01 1.632605891183775207e-02 8.301990668372000171e-01 3.081932142380549067e+01 2.948582786933392708e+00 1.139710322078523495e+04 1.908994978667537534e+00 3.772201543850266514e+00 9.672506766026623959e-01 2.287191991958922088e+00
5.693883244275023462e+05 7.534813303287041242e-01 5.280578661399925461e-02 7.842157009568136994e-01 3.081932350806279075e+01 2.941902579562993392e+00 1.136595877024694346e+04 1.909183031296005639e+00 3.786416386728173933e+00 9.733183366147510895e-01 2.297154245982218956e+00
5.693656206179333385e+05 7.592689428987479117e-01 1.814369331229831808e-02 8.277601862898770202e-01 3.081932236873807085e+01 2.945673903410426675e+00 1.138963593247436438e+04 1.908716332083086664e+00 3.775573408240596063e+00 9.690260338997787048e-01 2.289545899337306345e+00
5.693029222061241744e+05 7.548586791275196939e-01 3.929367469692940373e-02 8.012453065409160802e-01 3.081932218721108541e+01 4.517172648636710086e+00 1.137047083460816793e+04 1.909225134724229500e+00 3.791334593000756481e+00 9.716194154172348441e-01 7.296227522201372828e-01
5.693718536937470781e+05 7.569813418398695370e-01 3.407889144066400533e-02 8.070746660195711186e-01 3.081932260114615829e+01 4.515768689525881285e+00 1.134704132056785056e+04 1.909016463934569696e+00 3.797169048370640621e+00 9.757642985286006931e-01 7.341136334510527384e-01
5.693853133758518379e+05 7.570041643685321286e-01 3.319304750542712013e-02 8.087708410753936539e-01 3.081932272673245876e+01 2.943545487163118146e+00 1.136733859831142581e+04 1.909454821429117821e+00 3.773340260538529112e+00 9.759704759960939890e-01 2.288497154636612851e+00
5.693530300056204433e+05 7.581902056854652461e-01 2.533601222593197949e-02 8.183636153329323371e-01 3.081932260265307733e+01 2.945028371036245485e+00 1.140321562218716463e+04 1.908233037937118182e+00 3.808483039123816916e+00 9.598266798970639391e-01 2.311903411975620326e+00
5.694163156833451940e+05 7.540768931980331713e-01 4.843410197171744980e-02 7.902796310399347046e-01 3.081932352757068116e+01 2.942866509479285853e+00 1.136417775856823937e+04 1.908983199090166227e+00 3.809290531931787793e+00 9.701943970420667807e-01 2.312326653571980195e+00
5.694027960082375212e+05 7.557799230597744833e-01 3.242203586811329835e-02 8.111570719442018351e-01 3.081932227545218339e+01 2.945753578033110553e+00 1.135166860684795574e+04 1.232274435372168631e+00 4.781046991703000737e-01 -6.568375662034595108e-02 9.394826766389081651e-01
5.694257405562748900e+05 7.555355959228295948e-01 4.423864003933144357e-02 7.947971020906090533e-01 3.081932337371141273e+01 4.512555687236893043e+00 1.143327756693629635e+04 1.233086242922333042e+00 4.642109378637435668e-01 -8.608711794432952202e-02 2.515303099075541837e+00
5.693584019708753331e+05 7.607724245369453797e-01 1.167326187264316334e-02 8.349674595719810410e-01 3.081932186669405382e+01 2.946114426052915292e+00 1.143793597936043079e+04 1.232730202940099495e+00 4.756846893479044769e-01 -8.433124339959613414e-02 9.405761460937673846e-01
5.693285332196083618e+05 7.564510883943995623e-01 3.627659285902329334e-02 8.038778014737283373e-01 3.081932232844395259e+01 2.945678397866841269e+00 1.141526589615288503e+04 1.908253015775143613e+00 3.792525705106135181e+00 9.601600423554661479e-01 2.300596426528085825e+00
5.693204414127077907e+05 7.572311345218037948e-01 2.606423240978473707e-02 8.174089419757967212e-01 3.081932153445458056e+01 2.948778406172175348e+00 1.139178926793675782e+04 1.232774223864671059e+00 4.552412409155562889e-01 -7.722988932373263393e-02 9.470735507757707117e-01
5.693457793460699031e+05 7.559894436769681869e-01 3.955041520814643607e-02 8.001412102292615458e-01 3.081932297390287445e+01 4.514781331557080613e+00 1.136799469328229679e+04 1.909033104979815709e+00 3.796996192340022169e+00 9.717249409752605205e-01 7.336198592727051215e-01
5.693991924183571246e+05 7.530185807684216526e-01 5.315057395030615278e-02 7.839241554219551489e-01 3.081932250264691220e+01 2.943838206849774153e+00 1.140498149115741217e+04 1.232885800062073489e+00 4.733784348178932677e-01 -7.941205739553028331e-02 9.412729220290039223e-01
5.693982972273470368e+05 7.569193136462453175e-01 3.883672461623267902e-02 8.010345218993074612e-01 3.081932351337101039e+01 2.940611844927837559e+00 1.141695582630338504e+04 1.908871629818225779e+00 3.772022812365086075e+00 9.648299764158904113e-01 2.287346689233801911e+00
5.693574332074197009e+05 7.528074542657052781e-01 5.210982920681964808e-02 7.850200930960359313e-01 3.081932233867798132e+01 4.516557280790240547e+00 1.142769424774098115e+04 1.908533043521066563e+00 3.794359230397671645e+00 9.579387722320360510e-01 7.310673643502698660e-01
5.693775915395023767e+05 7.500809609999203875e-01 6.614559638584252554e-02 7.676818002915585248e-01 3.081932290736475011e+01 2.943875334348554418e+00 1.135384064931032117e+04 1.909267588672181271e+00 3.790900340996515627e+00 9.749165816080040958e-01 2.300550291419678040e+00
5.693841641572384397e+05 7.509556965050884214e-01 6.111899848155545600e-02 7.743384555029518834e-01 3.081932265814144145e+01 2.943750007723976658e+00 1.142646212824909526e+04 1.908649042910179894e+00 3.770212051218793103e+00 9.621092436003811921e-01 2.285835025426743883e+00
5.694317911982793594e+05 7.545566135595073165e-01 4.517673900054006153e-02 7.946615016619251737e-01 3.081932336910017867e+01 4.513145973624945739e+00 1.136081594654613582e+04 1.232789114574202038e+00 4.627059369067115235e-01 -7.047318336063193578e-02 2.515288552250510179e+00
5.693738583101429977e+05 7.594014870184497834e-01 1.756718308636376694e-02 8.284879256338263387e-01 3.081932241743150058e+01 2.945156885925401813e+00 1.144406153025710410e+04 1.908566636078891321e+00 3.786470034739517931e+00 9.555300312361088011e-01 2.296736496831805585e+00
5.693738202506597154e+05 7.563423401051057038e-01 3.470865732145682336e-02 8.069675055038840750e-01 3.081932255257924425e+01 2.944270564600394824e+00 1.142896180911230476e+04 1.908664769665048944e+00 3.778978501155517034e+00 9.600170976147613944e-01 2.292070742822619689e+00
5.693552510733646341e+05 7.554324083115024902e-01 3.575658935636864127e-02 8.062668134540572629e-01 3.081932237816368669e+01 1.375254707000287180e+00 1.140362788515493958e+04 1.909043883929771646e+00 3.805534938429139036e+00 9.622618312231714377e-01 7.391493343493806822e-01
5.693941037922123214e+05 7.522162644486409810e-01 5.855228522023817744e-02 7.769886933012450925e-01 3.081932306449554559e+01 4.512745853831169995e+00 1.143220877777672104e+04 1.908829849014355595e+00 3.776931657679706511e+00 9.606254835714855833e-01 7.198475728669564422e-01
5.694108988019531826e+05 7.544528485575446863e-01 5.071405667958209240e-02 7.864240310017184266e-01 3.081932365608155777e+01 2.940939226265118389e+00 1.141021968693702911e+04 1.908707083959576334e+00 3.788043936299119174e+00 9.638871788397456175e-01 2.297967685633745649e+00
5.693692233417741954e+05 7.574833053125610283e-01 2.852928047547450413e-02 8.145530420060359544e-01 3.081932230243738147e+01 2.945289579214368736e+00 1.142614236080017326e+04 1.233022614714279985e+00 4.647391181760952561e-01 -8.299460920057792623e-02 9.439052347530150211e-01
5.694405449413454626e+05 7.526715247483977134e-01 5.904313219969091475e-02 7.766483935544715722e-01 3.081932370496411622e+01 2.939788689972412161e+00 1.137985367762837814e+04 1.908875754781935496e+00 3.768685584960921542e+00 9.716086537291434011e-01 2.285339591534031545e+00
5.695067689313136507e+05 7.480100480955510500e-01 9.052624703759962199e-02 7.361117577722241512e-01 3.081932532220800880e+01 2.934546021012059303e+00 1.139211650053176345e+04 1.909423060966511265e+00 3.781911143055024738e+00 9.704020307810763413e-01 2.294249540927328468e+00
5.693939563631280325e+05 7.527257949337841092e-01 5.953293213585813398e-02 7.751292565381442401e-01 3.081932358896867541e+01 2.940943142283921841e+00 1.139966166895722017e+04 1.908816272173837092e+00 3.781509817557197284e+00 9.677255696288885600e-01 2.293964395480212026e+00
5.693386819180111634e+05 7.569161261590967582e-01 3.169365245423994004e-02 8.104909755158522522e-01 3.081932278508873324e+01 2.944876444407671379e+00 1.139599664272596237e+04 1.908688646444298032e+00 3.794300723255610741e+00 9.650651807057599729e-01 2.302177519912155912e+00
5.693571993835520698e+05 7.555829346493107002e-01 4.016610042490981192e-02 7.996977798867238585e-01 3.081932307685054084e+01 2.944605411058426103e+00 1.135817033684775561e+04 1.909099743623835721e+00 3.809585763082414811e+00 9.713364138676583437e-01 2.312743221816142558e+00
5.694411866623145761e+05 7.503438556802750625e-01 6.809193294365263605e-02 7.653376978357677718e-01 3.081932333365161725e+01 4.513142903362045821e+00 1.132699797822626715e+04 1.231869175946325612e+00 4.646757242784330666e-01 -6.181887319033196188e-02 2.514631489313322366e+00
5.695537851154293166e+05 7.478712387643262627e-01 9.224288455120721597e-02 7.346997634967969981e-01 3.081932592429051709e+01 2.933394185175901558e+00 1.137513494921687925e+04 1.908728655841976707e+00 3.796560402850063909e+00 9.703723761922177227e-01 2.303628345255450682e+00
5.693266136390233878e+05 7.594768973700311010e-01 2.041066732831100378e-02 8.238411463682144831e-01 3.081932246267028574e+01 2.945085479291364106e+00 1.142207418062628312e+04 1.908952099190379670e+00 3.785996756238579675e+00 9.615447622812218764e-01 2.296314336476279472e+00
5.693120847846037941e+05 7.626508239510939591e-01 -7.466832196990846882e-03 8.601614873271811179e-01 3.081932149507220586e+01 2.949090583865832116e+00 1.141282027707739871e+04 1.908112489960787750e+00 3.788200954359790096e+00 9.608704131644042468e-01 2.297920907823416403e+00
5.693699716675919481e+05 7.520351979346081572e-01 6.226388873204899421e-02 7.717282791229937988e-01 3.081932384765815058e+01 1.370221950260190003e+00 1.133343531339306537e+04 1.908998267461960996e+00 3.792711739351833700e+00 9.785314627762891071e-01 7.311099490775299081e-01
5.693904131801382173e+05 7.537041368620835957e-01 5.759227784760022339e-02 7.768558673233797451e-01 3.081932363192093405e+01 4.511730479876431943e+00 1.137452517569520205e+04 1.909373592316525148e+00 3.786613972829606212e+00 9.721740198726436244e-01 7.265097781310179137e-01
5.694342256941087544e+05 7.503240735036215137e-01 7.061362097886057787e-02 7.620387262740728751e-01 3.081932387494556025e+01 4.510910260413123041e+00 1.140136011924215018e+04 1.233080450446121912e+00 4.639600889036789022e-01 -7.938998829361149090e-02 2.515219259106487470e+00
5.693722248976313276e+05 7.514941481581600691e-01 6.229781040839107997e-02 7.719456165055086361e-01 3.081932320668613201e+01 2.942762796297601735e+00 1.139414440849026323e+04 1.908794168834450744e+00 3.787127940124134451e+00 9.664418197376294373e-01 2.297351852481756218e+00
5.693649621492595179e+05 7.618569450555098266e-01 1.711560767244067749e-03 8.485042657803618660e-01 3.081932220368273434e+01 2.947162672432102504e+00 1.141159071781158491e+04 1.908522038347221006e+00 3.807117610893773207e+00 9.599831755488413831e-01 2.310688047011032253e+00
5.693750800301427953e+05 7.577595555141281025e-01 2.332625356025783137e-02 8.214310006015772547e-01 3.081932183309583095e+01 2.948420009244455908e+00 1.137581159143794684e+04 1.232803115160055807e+00 4.529488388859079784e-01 -7.557497743354266162e-02 9.481990853433909239e-01
5.694677166049478110e+05 7.488087388319982773e-01 8.025174809840199264e-02 7.494158922288765012e-01 3.081932398496473979e+01 2.939781976717489975e+00 1.141894581712107720e+04 1.233372568936154767e+00 4.620192079919736017e-01 -8.391347084036640536e-02 9.454453013590550237e-01
5.693690037503017811e+05 7.583843990719497663e-01 2.089371675223451741e-02 8.247869580667011036e-01 3.081932234153830663e+01 2.945711183572413905e+00 1.139962915085491295e+04 1.908697436657188717e+00 3.791114932785157876e+00 9.651285710215606883e-01 2.300278668167999641e+00
5.693932508241774049e+05 7.536949706553294215e-01 5.077536391361071183e-02 7.870057207950693634e-01 3.081932317156164203e+01 2.941628534297278552e+00 1.138498086119290929e+04 1.909283620622848732e+00 3.764266090974758061e+00 9.725441863836420398e-01 2.282371132725392382e+00
5.693758254009394441e+05 7.545470505009578277e-01 5.102821463702918170e-02 7.854273605941859415e-01 3.081932340178401475e+01 2.942056114862938276e+00 1.140883612987853303e+04 1.908398234549102845e+00 3.796975442652546384e+00 9.622843369591695950e-01 2.303805842981392349e+00
5.693587059127374087e+05 7.536361639105929600e-01 5.297824684040174092e-02 7.833759165604698982e-01 3.081932331044214735e+01 2.942393484960040162e+00 1.140628937392630360e+04 1.908961311722858323e+00 3.788383054627873392e+00 9.644283721287933986e-01 2.298134250056051098e+00
5.693711938073692145e+05 7.554345874829911933e-01 4.595829652639581153e-02 7.916894359687968175e-01 3.081932325495215963e+01 2.942254942242979343e+00 1.138756941633974020e+04 1.908905590910916938e+00 3.787364077473133861e+00 9.684731801916233174e-01 2.297579250507547410e+00
5.694521268402050482e+05 7.539923447721984529e-01 5.364286026853989225e-02 7.834068673807825789e-01 3.081932415061394082e+01 2.938986953745280850e+00 1.141414398114572577e+04 1.909286785642443363e+00 3.785548292801023340e+00 9.657303242809468502e-01 2.296633778319346231e+00
5.693706909797316184e+05 7.536624454903880777e-01 5.187422080687316417e-02 7.849784457792277070e-01 3.081932307693947592e+01 2.942502464239161508e+00 1.142215481736645052e+04 1.908347218699558701e+00 3.782143600138560657e+00 9.600400305530554235e-01 2.293825901258186750e+00
5.693721261773074511e+05 7.554920994533260714e-01 4.256993067272203668e-02 7.965917001353378657e-01 3.081932289523710722e+01 1.372365171107715609e+00 1.144359916243464068e+04 1.908341197718468329e+00 3.785155486376221123e+00 9.555351893224480753e-01 7.249212787692812521e-01
5.693984285515781958e+05 7.553876532922829679e-01 4.587789697382790854e-02 7.922350047261129680e-01 3.081932325553465191e+01 4.512715426828132870e+00 1.142071755689908969e+04 1.232883570661222894e+00 4.674544212642508523e-01 -8.286724505412031150e-02 2.514139612707321003e+00
5.694070034940988990e+05 7.533982413370934328e-01 5.431488138468481414e-02 7.820091967252744691e-01 3.081932345820553465e+01 2.942353273849902973e+00 1.139375553289707386e+04 1.232541931564779425e+00 4.564547748861071397e-01 -7.762552937715555545e-02 9.469007321949669542e-01
5.693548886819543550e+05 7.485979727945559770e-01 7.512420833971185374e-02 7.560679847855552582e-01 3.081932318122089143e+01 4.513447699443330130e+00 1.137719087176898756e+04 1.908972443019223197e+00 3.791785253257425214e+00 9.692669486766648523e-01 7.299913602413657943e-01
5.694063116434850963e+05 7.585069577912747496e-01 2.809040668848062500e-02 8.148335337059299244e-01 3.081932317176058689e+01 1.371105123627848643e+00 1.139718460418808354e+04 1.232504579412369239e+00 4.795180390650128910e-01 -7.494129046046267562e-02 2.510062464812397920e+00
5.693527049526268383e+05 7.582370716553437084e-01 2.735164331033083929e-02 8.151942422923974529e-01 3.081932246121061780e+01 2.944882945247253137e+00 1.135947363257291909e+04 1.232378384818227257e+00 4.657513057884946073e-01 -6.982580666305142347e-02 9.431846898917164435e-01
5.693444119543685811e+05 7.546659756341645986e-01 4.932313705603756648e-02 7.875250698049954812e-01 3.081932353273484182e+01 4.512499652578038756e+00 1.142484898657841040e+04 1.908493067824519773e+00 3.789303341164556915e+00 9.592447538805154439e-01 7.276883474533453189e-01
5.693694699475655798e+05 7.561684862649731276e-01 3.685997404242798148e-02 8.042762007133145152e-01 3.081932291504154264e+01 2.943624712962300993e+00 1.135061172485657335e+04 1.909105825458899064e+00 3.791494896905839962e+00 9.754935230063349616e-01 2.301107455386254497e+00
5.693873984827836975e+05 7.580302558054660134e-01 2.675014753795264266e-02 8.169365687684609911e-01 3.081932269832669391e+01 2.944055028616642478e+00 1.139987948936593239e+04 1.232811879419799972e+00 4.734236897184503357e-01 -7.733417560594132989e-02 9.411039692175789950e-01
5.693833472984164255e+05 7.502495066789199862e-01 7.009547332949006559e-02 7.620462986070478673e-01 3.081932347607042288e+01 4.512377721212475379e+00 1.140952856451264233e+04 1.908744207218096012e+00 3.797154115856022472e+00 9.616486888177216974e-01 7.333783684729426877e-01
5.693334630484128138e+05 7.574924160973716125e-01 2.664343837756810718e-02 8.170312046005668849e-01 3.081932243611349875e+01 4.516561480368104675e+00 1.142182018745464302e+04 1.908278379800863567e+00 3.798099991015431609e+00 9.581864923383039967e-01 7.337295249538219322e-01
5.694085552477897145e+05 7.515940112377199611e-01 5.202385591406902265e-02 7.871807237680937819e-01 3.081932234792884273e+01 2.945425979143645012e+00 1.138568572651575232e+04 1.232443170756011952e+00 4.657297123765018476e-01 -7.424588018791943023e-02 9.431766499902751733e-01
5.693842372727212496e+05 7.566971293260951192e-01 3.291984781089792034e-02 8.093899779657501847e-01 3.081932272524168681e+01 4.515186359362384216e+00 1.142214750836061830e+04 1.908471522277613408e+00 3.790756650663585692e+00 9.607831340573804724e-01 7.289770963494400791e-01
5.694192957691528136e+05 7.559424185412310093e-01 3.918383639276538932e-02 8.018112754941607578e-01 3.081932337231442531e+01 2.941907382607815702e+00 1.145633399153246864e+04 1.233738360022768710e+00 4.622634397734373124e-01 -9.133583535536637932e-02 9.451686094954053763e-01
5.693065592395738931e+05 7.569946113500343188e-01 2.533892534448153183e-02 8.191633442354087080e-01 3.081932204403951303e+01 4.518382089458064854e+00 1.132108416773638965e+04 1.909599389228776811e+00 3.790442893153633808e+00 9.828802190517946791e-01 7.296562498005190189e-01
5.693674782432235079e+05 7.550608114868069265e-01 4.359390502440294718e-02 7.955512785357014005e-01 3.081932333508112976e+01 4.514360153978258516e+00 1.133142081291090835e+04 1.909182590944206392e+00 3.803870734851395152e+00 9.774680898837051490e-01 7.384730278274542759e-01
5.693705047866279492e+05 7.492299444249729268e-01 7.418377883327077760e-02 7.568712290684175281e-01 3.081932348799170995e+01 2.941943787768173557e+00 1.144197939257329381e+04 1.908037317704106117e+00 3.799882676622130084e+00 9.524878523831489252e-01 2.305527555882915802e+00
5.693776459060449852e+05 7.551238792616203899e-01 4.390459944236180245e-02 7.951854755175257194e-01 3.081932313394756662e+01 2.942505720528725721e+00 1.141179627946559594e+04 1.909055955076747857e+00 3.768810661859840927e+00 9.655678789080203162e-01 2.284861096906912969e+00
5.694129338081496535e+05 7.533595340438929977e-01 5.402666867154419517e-02 7.828638557813423215e-01 3.081932367470900758e+01 2.941968523512983769e+00 1.134043675818544580e+04 1.908964634467813060e+00 3.806957071128225234e+00 9.754186256307662006e-01 2.311455685007469896e+00
5.693331466031739255e+05 7.587946191565542176e-01 2.234256106108515466e-02 8.219439322347268373e-01 3.081932264663286958e+01 2.945399992192155203e+00 1.135422236681214781e+04 1.909206090402255196e+00 3.802892641957957842e+00 9.735233107715870471e-01 2.308597029237649423e+00
5.694640323990850011e+05 7.474087094720310853e-01 9.050105099921568197e-02 7.361281259270487931e-01 3.081932483438448145e+01 2.936737108973027421e+00 1.140925990773266312e+04 1.908470740311873026e+00 3.802888887941135998e+00 9.604395479977463346e-01 2.308232112618000542e+00
5.694095268232786329e+05 7.503423525351990975e-01 6.897411610153579564e-02 7.639544741154591367e-01 3.081932386597117812e+01 2.941321119585064370e+00 1.132304246832865465e+04 1.909361573313473004e+00 3.800312049959365890e+00 9.803576942098399805e-01 2.307094021058689215e+00
5.693684484625641489e+05 7.564115041951523510e-01 3.125488690143854442e-02 8.118806665792167587e-01 3.081932233668192112e+01 2.945413035829012927e+00 1.141126397723572336e+04 1.908804459531622255e+00 3.772680631899474335e+00 9.650050214629789513e-01 2.287667837219311107e+00
5.693740709169892361e+05 7.593645360690269852e-01 1.667654277134019564e-02 8.295887477181488334e-01 3.081932200567648650e+01 1.375884193750855244e+00 1.134422213516735064e+04 1.232615566393177264e+00 4.651102271183502612e-01 -6.755389722089033544e-02 2.514549768952015540e+00
5.692969854283437598e+05 7.590544886994382567e-01 1.786100185663643675e-02 8.273671869583093530e-01 3.081932181407523430e+01 4.518565767150571233e+00 1.133709420134075299e+04 1.909172730680031238e+00 3.794793525066177509e+00 9.776214598667078981e-01 7.326459963701889011e-01
5.693060519218510017e+05 7.575572485325261507e-01 2.793791765722388604e-02 8.144846248278492240e-01 3.081932207663514234e+01 2.946477920506036074e+00 1.139183548927301854e+04 1.908455799445870626e+00 3.793430023162507769e+00 9.654242674153243886e-01 2.302030301058522355e+00
5.693198508067643270e+05 7.564274840510225584e-01 3.352811439687821554e-02 8.079554194942468737e-01 3.081932247501595512e+01 2.946338532757826201e+00 1.140183457807299783e+04 1.908459715994192507e+00 3.800828160184414717e+00 9.616482642157674343e-01 2.305834097591946463e+00
5.694145624981927685e+05 7.564723124577427127e-01 4.259141719307404927e-02 7.961212348991230092e-01 3.081932371231354750e+01 2.940477032637632604e+00 1.137132537493161544e+04 1.909291545619707708e+00 3.784272989420612188e+00 9.729401951733549492e-01 2.296049323892155325e+00
5.694320139752544928e+05 7.504992498596126937e-01 7.090561594448090144e-02 7.614312006388933574e-01 3.081932388775378939e+01 2.939145885135530989e+00 1.138748923672751334e+04 1.909299516343091918e+00 3.765362072161369422e+00 9.718932453053886755e-01 2.282922304852255113e+00
5.693454872230716283e+05 7.538463316093569899e-01 4.949664133805994903e-02 7.880888642394295873e-01 3.081932305136919226e+01 4.513924522116444571e+00 1.139768707106989677e+04 1.908686836383125085e+00 3.784683971338358432e+00 9.658279999593241127e-01 7.249718926600481339e-01
5.693734986794400029e+05 7.548749434711301554e-01 4.246085000549179589e-02 7.973144470816960760e-01 3.081932279538423458e+01 2.945054473531127037e+00 1.138165753927743935e+04 1.908694927403509212e+00 3.813186537211212368e+00 9.645595965657464133e-01 2.315013505566951846e+00
5.694081234595980495e+05 7.530871398875734757e-01 5.145118354401028576e-02 7.867381110935017796e-01 3.081932307777061197e+01 2.942715921229631437e+00 1.142687484984554430e+04 1.908786722364255395e+00 3.776832778270113433e+00 9.621647487394507925e-01 2.290284368651596569e+00
5.693483712295147125e+05 7.571265298585362347e-01 3.287388455055444830e-02 8.087223332625707028e-01 3.081932300994024843e+01 2.943848505090945533e+00 1.134701355773745126e+04 1.908998136625832398e+00 3.789559503415453889e+00 9.759368346258664451e-01 2.299536631687224109e+00
5.693868843097370118e+05 7.552413787240724874e-01 3.988752648772911358e-02 8.009541645076577732e-01 3.081932280622860176e+01 2.944796459462661442e+00 1.135968559509820079e+04 1.908702665940220866e+00 3.801220024596570379e+00 9.708989082995305164e-01 2.307149119130335269e+00
5.693521217012115521e+05 7.544962906829029148e-01 4.737756233076814705e-02 7.904448140968531877e-01 3.081932318610370203e+01 2.943623076869558819e+00 1.129090015165932164e+04 1.909663946297248227e+00 3.795341445551872361e+00 9.881361896978191339e-01 2.303980612206776524e+00
5.693622835849297699e+05 7.553864250344759501e-01 3.660279667718241425e-02 8.054124726300744275e-01 3.081932273387794297e+01 2.945150429831959293e+00 1.141007005277272583e+04 1.908780691322862211e+00 3.803796973962837225e+00 9.611669681998787906e-01 2.308379271203811367e+00
5.693656193474536994e+05 7.519135471757165678e-01 6.145766381431846254e-02 7.728485239946023544e-01 3.081932324992781602e+01 2.942177941084298531e+00 1.139281325329027823e+04 1.908776265192438037e+00 3.785994735629953478e+00 9.669372782886506146e-01 2.296765344548391319e+00
5.693933934681108221e+05 7.522405148895997540e-01 5.702800681217959355e-02 7.789322215719500786e-01 3.081932268110262640e+01 1.373184522182089085e+00 1.140657605310093822e+04 1.232772118080087020e+00 4.622654592039570076e-01 -8.038887065492737738e-02 2.515621210336292712e+00
5.693751220104937674e+05 7.552124200727261538e-01 4.004877914419745222e-02 8.007096334834837847e-01 3.081932275866321191e+01 4.514961260986162905e+00 1.140774756472025183e+04 1.908984725575809893e+00 3.789494980652472478e+00 9.639496395693502029e-01 7.282711887293551456e-01
5.693187010650704615e+05 7.560234837937688246e-01 3.337694011344894546e-02 8.086120093482798143e-01 3.081932213767512962e+01 1.376020138569494122e+00 1.134562294533347995e+04 1.909143475244003962e+00 3.797577462749769150e+00 9.752590849319240363e-01 7.342357088259934272e-01
5.694254944684567163e+05 7.575452393156469899e-01 3.431073426638286267e-02 8.072444196756317636e-01 3.081932352173411260e+01 2.941748218831246042e+00 1.134117995563529075e+04 1.909097741702442175e+00 3.783554500113133656e+00 9.791658050103564381e-01 2.295388060272895103e+00
5.693521376890583197e+05 7.549206518371708308e-01 4.649797824641987987e-02 7.912223491227972083e-01 3.081932314528551231e+01 1.372422385170133596e+00 1.137877398224142780e+04 1.908758972452817115e+00 3.799637695060244624e+00 9.676644008394065244e-01 7.353013517667332799e-01
5.693385348931750050e+05 7.619187795697324184e-01 -6.084546896403374844e-04 8.509704912297674229e-01 3.081932116008754008e+01 4.520551879558648345e+00 1.139998793687019679e+04 1.232441712621577867e+00 4.612030508298351483e-01 -7.760929040454803141e-02 2.516224223515833192e+00
5.694129603357109008e+05 7.475700924440062956e-01 7.977104512090206490e-02 7.507979736621126499e-01 3.081932316350971135e+01 2.941349895377281864e+00 1.144976881101738763e+04 1.908508929965225809e+00 3.770216921468164450e+00 9.572397565622824400e-01 2.286149029388773624e+00
5.693812566768958932e+05 7.528711273348631661e-01 5.449199742679623065e-02 7.820768725882940586e-01 3.081932305658245497e+01 2.942601516792439309e+00 1.142088146734667862e+04 1.908766651146536208e+00 3.784963123650392003e+00 9.613471742381514140e-01 2.296126833571322301e+00
5.693857473709697369e+05 7.548341779542394603e-01 4.167805486848935592e-02 7.987543202279486776e-01 3.081932247930802049e+01 2.944284830271779896e+00 1.140158274119034832e+04 1.909511405276199447e+00 3.767297291760824063e+00 9.696064531765618000e-01 2.284117895843611912e+00
5.693076577782852110e+05 7.596952303672587226e-01 1.600924890717884269e-02 8.297294527412399923e-01 3.081932231393446386e+01 2.946460415716964931e+00 1.136095857844397324e+04 1.909091166845434007e+00 3.795556909903868181e+00 9.725706347483419334e-01 2.303418898882822141e+00
5.694380508334913757e+05 7.570586162511772077e-01 3.360468636449055746e-02 8.089275426052672247e-01 3.081932336964148789e+01 2.942429173627840733e+00 1.140406706711875086e+04 1.908672723024135820e+00 3.793856304126733914e+00 9.649043767359265500e-01 2.301908264985753849e+00
5.693899122494014446e+05 7.565022582899831871e-01 3.086941332249361000e-02 8.123353845867230527e-01 3.081932225421091687e+01 4.517323670941158831e+00 1.131576462839646410e+04 1.231869766338692829e+00 4.668002785538294397e-01 -5.997555648868333616e-02 2.513983533818416660e+00
5.693932399396037217e+05 7.516401166533821510e-01 6.195459804752320720e-02 7.724671880900955134e-01 3.081932303004657925e+01 2.943164152265058675e+00 1.135268929714225487e+04 1.908795079736359757e+00 3.788522534761259219e+00 9.744122215689917654e-01 2.298809624586011235e+00
5.693793068313889671e+05 7.536141753516019115e-01 5.530442551118541078e-02 7.803075229295634019e-01 3.081932350044660041e+01 4.511835152960613549e+00 1.136623431994074599e+04 1.909187756900368127e+00 3.783758651920404503e+00 9.729177783458197171e-01 7.249344727764774898e-01
